name,wealth,age,source,country,year
Ilkka Herlin,1.4,58,"elevators, escalators",Finland,2017
Niklas Herlin,1.4,53,"elevators, escalators",Finland,2017
Alan Howard,1.4,53,hedge funds,United Kingdom,2017
Huang Wen Tsai,1.4,63,real estate,China,2017
Huang Wenji,1.4,48,umbrellas,China,2017
Hal Jackman,1.4,84,"insurance, investments",Canada,2017
Devendra Jain,1.4,88,chemicals,India,2017
Ji Qi,1.4,50,"hotels, motels",China,2017
Jiang Wei,1.4,55,pharmaceuticals,China,2017
Jiang Yehua,1.4,54,real estate,China,2017
Ronald Joyce,1.4,86,restaurants,Canada,2017
T.S. Kalyanaraman,1.4,69,jewelry,India,2017
Keeree Kanjanapas,1.4,67,transportation,Thailand,2017
Friedrich Knapp,1.4,65,fashion retail,Germany,2017
Pyotr Kondrashev,1.4,67,fertilizers,Russia,2017
Michael Krasny,1.4,63,retail,United States,2017
Guy Laliberte,1.4,57,Cirque du Soleil,Canada,2017
Peter Leibinger,1.4,50,machine tools,Germany,2017
Regine Leibinger,1.4,54,machine tools,Germany,2017
Lin Ming-Hsiung,1.4,67,supermarkets,Taiwan,2017
Liu Bing,1.4,48,retail,China,2017
Liu Xuejing,1.4,66,"copper, poultry",China,2017
Lo Siu Yu,1.4,47,conglomerate,Hong Kong,2017
Anatoly Lomakin,1.4,64,fertilizers,Russia,2017
Lou Zhongfu,1.4,63,real estate,China,2017
Gary Magness,1.4,63,"cable TV, investments",United States,2017
Ziyavudin Magomedov,1.4,48,"port, gas",Russia,2017
Lachhman Das Mittal,1.4,86,tractors,India,2017
Rubens Ometto Silveira Mello,1.4,67,"sugar, ethanol",Brazil,2017
Lirio Parisotto,1.4,63,investments,Brazil,2017
Peng Jianhu,1.4,60,tourism,China,2017
Markus Persson,1.4,37,computer games,Sweden,2017
Alberto Prada,1.4,n/a,luxury goods,Italy,2017
Marina Prada,1.4,n/a,luxury goods,Italy,2017
Forrest Preston,1.4,84,health care,United States,2017
"Nicholas Pritzker, II.",1.4,73,"hotels, investments",United States,2017
Dmitry Pumpyansky,1.4,53,steel pipes,Russia,2017
Que Wenbin,1.4,53,pharmaceuticals,China,2017
Megdet Rahimkulov,1.4,71,investments,Russia,2017
Jerry Reinsdorf,1.4,81,sports teams,United States,2017
Clayton Riddell,1.4,79,oil & gas,Canada,2017
Remo Ruffini,1.4,55,winter jackets,Italy,2017
Rodney Sacks,1.4,67,energy drinks,United States,2017
Jean Salata,1.4,51,finance,Chile,2017
Sheryl Sandberg,1.4,47,Facebook,United States,2017
Eddy Kusnadi Sariaatmadja,1.4,63,"media, tech",Indonesia,2017
Leonard Schleifer,1.4,64,pharmaceuticals,United States,2017
Bhadresh Shah,1.4,65,engineering,India,2017
Nobutoshi Shimamura,1.4,91,retail,Japan,2017
Rajju Shroff,1.4,83,agrochemicals,India,2017
Peter Sperling,1.4,57,education,United States,2017
Manny Stul,1.4,n/a,toys,Australia,2017
Wilma Tisch,1.4,89,diversified,United States,2017
Kenny Troutt,1.4,69,telecom,United States,2017
Wen Jianping,1.4,55,sewage treatment,China,2017
John Whittaker,1.4,75,real estate,United Kingdom,2017
Evan Williams,1.4,44,Twitter,United States,2017
Wu Daohong,1.4,51,energy services,China,2017
Lina Maria Aguiar,1.3,79,banking,Brazil,2017
Farkhad Akhmedov,1.3,61,natural gas,Russia,2017
Hamad bin Jassim bin Jaber Al Thani,1.3,57,investments,Qatar,2017
Fawzi Al-Kharafi,1.3,n/a,diversified,Kuwait,2017
Mohannad Al-Kharafi,1.3,n/a,diversified,Kuwait,2017
Patricia Angelini Rossi,1.3,62,"forestry, mining",Chile,2017
Mori Arkin,1.3,64,pharmaceuticals,Israel,2017
Roman Avdeev,1.3,49,"banking, development",Russia,2017
Achal Bakeri,1.3,57,air coolers,India,2017
Bao Hongxing,1.3,n/a,agribusiness,China,2017
Emanuella Barilla,1.3,50,Barilla pasta,Italy,2017
Guido Barilla,1.3,58,Barilla pasta,Italy,2017
Luca Barilla,1.3,57,Barilla pasta,Italy,2017
Paolo Barilla,1.3,55,Barilla pasta,Italy,2017
Aneel Bhusri,1.3,51,business software,United States,2017
Maurizio Billi,1.3,n/a,generic drugs,Brazil,2017
Bo Shijiu,1.3,52,logsitics,China,2017
Bernhard Braun-Luedicke,1.3,40,medical technology,Germany,2017
Eva Maria Braun-Luedicke,1.3,30,medical technology,Germany,2017
Friederike Braun-Luedicke,1.3,33,medical technology,Germany,2017
Jorge Horacio Brito,1.3,64,banking,Argentina,2017
Thomas Bruch,1.3,66,food retailing,Germany,2017
Nicola Bulgari,1.3,76,luxury goods,Italy,2017
Paolo Bulgari,1.3,79,luxury goods,Italy,2017
Steve Case,1.3,58,AOL,United States,2017
Herb Chambers,1.3,75,car dealerships,United States,2017
Binod Chaudhary,1.3,61,diversified,Nepal,2017
Luigi Cremonini,1.3,77,meat processing,Italy,2017
Jack Dorsey,1.3,40,Twitter,United States,2017
Alexander Dzhaparidze,1.3,61,oil services,Russia,2017
Charles Edelstenne,1.3,79,aviation,France,2017
Bob Ell,1.3,72,property,Australia,2017
Bruce Flatt,1.3,51,money management,Canada,2017
Walter Frey,1.3,73,Emil Frey Group,Switzerland,2017
Robert Friedland,1.3,66,mining,United States,2017
Filaret Galchev,1.3,53,construction materials,Russia,2017
Gao Don,1.3,52,power tools,China,2017
Sameer Gehlaut,1.3,43,finance,India,2017
Balkrishan Goenka,1.3,50,textiles,India,2017
Dorrance Hamilton,1.3,88,Campbell Soup,United States,2017
Jost Hellmann,1.3,64,logistics,Germany,2017
Klaus Hellmann,1.3,68,logistics,Germany,2017
"B. Wayne Hughes, Jr.",1.3,56,storage facilities,United States,2017
Irwin Jacobs,1.3,83,semiconductors,United States,2017
Stephen Jarislowsky,1.3,91,money management,Canada,2017
Jiang Zhaobai,1.3,53,real estate,China,2017
Michael Jordan,1.3,54,"Charlotte Hornets, endorsements",United States,2017
Eugene Kaspersky,1.3,51,software,Russia,2017
Habil Khorakiwala,1.3,74,pharmaceuticals,India,2017
Sidney Kimmel,1.3,89,retail,United States,2017
Alexander Klyachin,1.3,49,real estate,Russia,2017
William Koch,1.3,76,"oil, investments",United States,2017
Lee Myung-Hee,1.3,73,retail,South Korea,2017
Nicola Leibinger-Kammueller,1.3,57,manufacturing,Germany,2017
James Leininger,1.3,71,medical products,United States,2017
Li San Yim,1.3,67,manufacturing,China,2017
Li Weiwei,1.3,40,online games,China,2017
Liang Guangwei,1.3,53,conglomerate,China,2017
Liang Yunchao,1.3,48,nutrition supplements,China,2017
Liu Baolin,1.3,63,pharmacies,China,2017
Liu Fuhai,1.3,62,"textiles, energy",China,2017
Liu Ruopeng,1.3,34,technology,China,2017
Jose Llado Fernandez-Urrutia,1.3,82,construction,Spain,2017
Pier Luigi Loro Piana,1.3,65,fashion,Italy,2017
Lu Di,1.3,n/a,drones,China,2017
Ma Xingtian,1.3,47,pharmaceuticals,China,2017
Ma Xiuhui,1.3,46,LED lighting,China,2017
Maggie Magerko,1.3,51,building materials,United States,2017
Anand Mahindra,1.3,61,automobiles,India,2017
Vincent McMahon,1.3,71,wrestling,United States,2017
Boris Mints,1.3,58,real estate,Russia,2017
Andrei Molchanov,1.3,45,construction materials,Russia,2017
Gian Marco Moratti,1.3,80,oil refinery,Italy,2017
Thomas Prinzhorn,1.3,74,paper and packaging,Austria,2017
Nevaldo Rocha,1.3,87,retail,Brazil,2017
Fernando Roig,1.3,69,supermarkets,Spain,2017
Alexander Rovt,1.3,64,"fertilizer, real estate",United States,2017
Lily Safra,1.3,79,banking,Monaco,2017
Thomas Sandell,1.3,56,hedge funds,Sweden,2017
Yoshiyuki Sankai,1.3,58,robotics,Japan,2017
Antonio Luiz Seabra,1.3,74,cosmetics,Brazil,2017
Kirill Shamalov,1.3,35,petrochemicals,Russia,2017
Vijay Shekhar Sharma,1.3,38,financial technology,India,2017
Bryan Sheffield,1.3,38,oil & gas,United States,2017
Shin Dong-Joo,1.3,63,retail,South Korea,2017
Evgeny (Eugene) Shvidler,1.3,53,"oil & gas, investments",United States,2017
Jasminder Singh,1.3,66,hotels,United Kingdom,2017
William Stone,1.3,61,software,United States,2017
Julia Stoschek,1.3,n/a,auto parts,Germany,2017
Maximilian Stoschek,1.3,n/a,auto parts,Germany,2017
Sun Shangchuan,1.3,53,electronics components,China,2017
Djoko Susanto,1.3,67,supermarkets,Indonesia,2017
Satoshi Suzuki,1.3,63,cosmetics,Japan,2017
Kenneth Tuchman,1.3,57,outsourcing,United States,2017
Pavel Tykac,1.3,52,coal mines,Czech Republic,2017
Shamsheer Vayalil,1.3,40,healthcare,India,2017
Thongma Vijitpongpun,1.3,58,real estate,Thailand,2017
Lang Walker,1.3,71,property,Australia,2017
Wang Chaobin,1.3,61,real estate,China,2017
Wang Han,1.3,29,airline,China,2017
Wang Junjin,1.3,48,airline,China,2017
Wei Yin-Chun,1.3,60,"food, beverages",Taiwan,2017
Wei Yin-Heng,1.3,58,"food, beverages",Taiwan,2017
Dan Wilks,1.3,60,natural gas,United States,2017
Farris Wilks,1.3,65,natural gas,United States,2017
Allan Wong,1.3,66,electronics,Hong Kong,2017
Wu Xushun,1.3,68,"internet, auto parts",China,2017
Xu Qiming,1.3,53,"food, art",China,2017
Xu Ziquan,1.3,58,software,China,2017
Zan Shengda,1.3,53,diversified,China,2017
Ahmet Nazif Zorlu,1.3,72,diversified,Turkey,2017
Soegiarto Adikoesoemo,1.2,79,chemicals,Indonesia,2017
Somphote Ahunai,1.2,49,energy,Thailand,2017
Alberto Alcocer,1.2,74,investments,Spain,2017
Abdul Majeed Alhokair,1.2,47,"retail, real estate",Saudi Arabia,2017
Fawaz Alhokair,1.2,51,"retail, shopping malls",Saudi Arabia,2017
Salman Alhokair,1.2,50,"retail, shopping malls",Saudi Arabia,2017
Alexandra Andresen,1.2,20,investments,Norway,2017
Katharina Andresen,1.2,21,investments,Norway,2017
Edmund Ansin,1.2,81,television,United States,2017
Mehmet Aydinlar,1.2,60,hospitals,Turkey,2017
Oleg Boyko,1.2,52,diversified,Russia,2017
Charles Brandes,1.2,74,money management,United States,2017
Chi Yufeng,1.2,46,software,China,2017
Chu Jinfu,1.2,59,electrical equipment,China,2017
Eduardo Cojuangco,1.2,81,"food, drinks",Philippines,2017
Cui Genliang,1.2,58,electric components,China,2017
Darwin Deason,1.2,76,Xerox,United States,2017
K. Dinesh,1.2,62,software services,India,2017
Sefik Yilmaz Dizdar,1.2,79,fashion retail,Turkey,2017
Husain Djojonegoro,1.2,67,consumer goods,Indonesia,2017
Domenico Dolce,1.2,58,luxury goods,Italy,2017
Carl Douglas,1.2,55,investments,Sweden,2017
Eric Douglas,1.2,48,investments,Sweden,2017
John Farber,1.2,91,chemicals,United States,2017
Gary Fegel,1.2,43,commodities trading,Switzerland,2017
Stephen Feinberg,1.2,56,private equity,United States,2017
Gleb Fetisov,1.2,50,investments,Russia,2017
J. Christopher Flowers,1.2,59,investments,United States,2017
Donald Friese,1.2,76,manufacturing,United States,2017
Yasuhiro Fukushima,1.2,69,video games,Japan,2017
Stefano Gabbana,1.2,54,luxury goods,Italy,2017
Dan Gertler,1.2,43,mining,Israel,2017
Anne Gittinger,1.2,81,Nordstrom department stores,United States,2017
Alfredo Harp Helu,1.2,73,banking,Mexico,2017
Richard Hayne,1.2,69,Urban Outfitters,United States,2017
Ilona Herlin,1.2,52,"elevators, escalators",Finland,2017
J. Tomilson Hill,1.2,68,investments,United States,2017
Asok Kumar Hiranandani,1.2,62,real estate,Singapore,2017
Niranjan Hiranandani,1.2,67,real estate,India,2017
Surendra Hiranandani,1.2,62,real estate,India,2017
Huang Qisen,1.2,52,real estate,China,2017
Huang Yi,1.2,55,auto distribution,Hong Kong,2017
Archie Hwang,1.2,n/a,semiconductors,Taiwan,2017
Masayuki Ishihara,1.2,68,pachinko machines,Japan,2017
Ajay Kalsi,1.2,56,oil & gas,India,2017
Raghuvinder Kataria,1.2,67,diversified,United Kingdom,2017
Viktor Kharitonin,1.2,44,pharmaceuticals,Russia,2017
Kim Jun-Ki,1.2,72,conglomerate,South Korea,2017
Kim Taek-Jin,1.2,50,online games,South Korea,2017
Yuriy Kosiuk,1.2,48,agriculture,Ukraine,2017
Andrei Kosogov,1.2,56,"oil, banking, telecom",Russia,2017
Miguel Krigsner,1.2,67,cosmetics,Brazil,2017
Lev Kvetnoi,1.2,51,"cement, airport",Russia,2017
Lev Leviev,1.2,61,diamonds,Israel,2017
Solomon Lew,1.2,72,retail,Australia,2017
Li Denghai,1.2,67,seed production,China,2017
Li Rucheng,1.2,65,apparel,China,2017
Li Tan,1.2,52,pharmaceuticals,China,2017
Liu Xiaodong,1.2,49,flavorings,China,2017
Lo Siu-tong,1.2,86,"real estate, hotels",Hong Kong,2017
"Cargill MacMillan, III.",1.2,57,Cargill,United States,2017
John MacMillan,1.2,67,Cargill,United States,2017
Martha MacMillan,1.2,65,Cargill,United States,2017
William MacMillan,1.2,62,Cargill,United States,2017
Terence (Terry) Matthews,1.2,73,telecom,Canada,2017
Nguyen Thi Phuong Thao,1.2,46,airlines,Vietnam,2017
Ni Zhaoxing,1.2,61,real estate,China,2017
Bruce Nordstrom,1.2,83,Nordstrom department stores,United States,2017
Oei Hong Leong,1.2,69,investments,Singapore,2017
David Penaloza Alanis,1.2,43,toll roads,Mexico,2017
Mark Pincus,1.2,51,online games,United States,2017
Mahendra Prasad,1.2,77,pharmaceuticals,India,2017
Michael Price,1.2,64,investments,United States,2017
Ruan Shuilong,1.2,81,chemicals,China,2017
Stephen Saad,1.2,52,pharmaceuticals,South Africa,2017
Chris Sacca,1.2,41,venture capital investing,United States,2017
K. Rai Sahi,1.2,70,real estate,Canada,2017
Nobutada Saji,1.2,71,beverages,Japan,2017
Onsi Sawiris,1.2,87,"construction, telecom",Egypt,2017
Monika Schoeller,1.2,78,publishing,Germany,2017
Shao Zhongyi,1.2,48,soybean trading,China,2017
Neil Shen,1.2,47,venture capital investing,Hong Kong,2017
Leonid Simanovsky,1.2,67,investments,Russia,2017
Analjit Singh,1.2,63,healthcare,India,2017
Edward Stack,1.2,62,Dick's Sporting Goods,United States,2017
Su Weizhong,1.2,48,"oil, fertilizers",China,2017
Harjo Sutanto,1.2,90,consumer goods,Indonesia,2017
Kevin Systrom,1.2,33,Instagram,United States,2017
Tang Jianfang,1.2,n/a,packaged foods,China,2017
Mehmet Sinan Tara,1.2,58,construction,Turkey,2017
Rit Thirakomen,1.2,65,restaurants,Thailand,2017
Tian Ming,1.2,63,measuring instruments,China,2017
Oleg Tinkov,1.2,49,banking,Russia,2017
Tse Ping,1.2,65,pharmaceuticals,China,2017
Wim Van Der Leegte,1.2,69,manufacturing,Netherlands,2017
John Van Lieshout,1.2,71,real estate,Australia,2017
Stefan von Holtzbrinck,1.2,53,publishing,Germany,2017
Wang Jianfeng,1.2,47,auto parts,China,2017
Wang Jing,1.2,44,telecom services,China,2017
Wang Wenliang,1.2,62,shipping ports,China,2017
Wang Yaohai,1.2,50,lighting,China,2017
Wei Ing-Chou,1.2,64,"food, beverages",Taiwan,2017
Wei Ying-Chiao,1.2,62,"food, beverages",Taiwan,2017
Wen Yibo,1.2,51,wastewater treatment,China,2017
Vadim Yakunin,1.2,54,pharmacy,Russia,2017
Yang Zhimao,1.2,54,"utilities, real estate",China,2017
Gavril Yushvaev,1.2,59,"precious metals, real estate",Russia,2017
Zeng Kaitian,1.2,42,online games,China,2017
Zhang Anqiang,1.2,60,software,Hong Kong,2017
Zhang Wanzhen,1.2,67,advanced ceramics,China,2017
Zhang Xinghai,1.2,54,machinery,China,2017
Zhang Xiugen,1.2,56,automobiles,China,2017
Zhang Yue,1.2,57,air conditioning,China,2017
Zhang Zhangsun,1.2,60,real estate,China,2017
Kostyantin Zhevago,1.2,43,mining,Ukraine,2017
Zhou Guohui,1.2,52,logistics,China,2017
Zhu Wenchen,1.2,51,pharmaceuticals,China,2017
Lia Maria Aguiar,1.1,79,banking,Brazil,2017
Len Ainsworth,1.1,93,betting machines,Australia,2017
Jose Maria Aristrain,1.1,54,steel,Spain,2017
Ayman Asfari,1.1,58,oil services,United Kingdom,2017
Thomas Bailey,1.1,80,money management,United States,2017
Bang Jun-Hyuk,1.1,48,online gaming,South Korea,2017
Mehmet Rustu Basaran,1.1,70,"bank, gas",Turkey,2017
Eduardo Belmont Anderson,1.1,71,cosmetics,Peru,2017
Sara Blakely,1.1,46,Spanx,United States,2017
Markus Blocher,1.1,46,chemicals,Switzerland,2017
Leonid Boguslavsky,1.1,65,venture capital,Russia,2017
Anna Maria Braun,1.1,38,medical technology,Germany,2017
Johanna Braun,1.1,37,medical technology,Germany,2017
Karl Friedrich Braun,1.1,34,medical technology,Germany,2017
Ludwig Theodor Braun,1.1,27,medical technology,Germany,2017
Hideyuki Busujima,1.1,64,pachinko machines,Japan,2017
Richard Chang,1.1,70,"real estate, electronics",Taiwan,2017
Chen Baozhen,1.1,74,internet services,China,2017
Chen Xiaxin,1.1,54,manufacturing,China,2017
Chen Zuyuan,1.1,n/a,"real estate, pharmaceuticals",China,2017
Cheng Xianfeng,1.1,48,pharmaceuticals,China,2017
Cheng Xue,1.1,47,soy sauce,China,2017
Cho Jung-Ho,1.1,58,finance,South Korea,2017
Cho Yang-Rai,1.1,79,tire manufacturing,South Korea,2017
Ivan Chrenko,1.1,49,real estate,Slovakia,2017
Chung Mong-Joon,1.1,65,"shipbuilding, industrial machines",South Korea,2017
Chung Yong-Jin,1.1,48,retail,South Korea,2017
Robert Citrone,1.1,52,hedge fund,United States,2017
Arnold Clark,1.1,89,Arnold Clark Automobiles,United Kingdom,2017
John Collison,1.1,26,Stripe,Ireland,2017
Patrick Collison,1.1,28,Stripe,Ireland,2017
Alberto Cortina,1.1,71,investments,Spain,2017
Sol Daurella,1.1,51,Coca-Cola,Spain,2017
D. Leopoldo Del Pino y Calvo-Sotelo,1.1,54,construction,Spain,2017
Maria Del Pino y Calvo-Sotelo,1.1,61,construction,Spain,2017
Andrea Della Valle,1.1,51,shoes,Italy,2017
Norbert Dentressangle,1.1,62,"transport, logistics",France,2017
Dominique Desseigne,1.1,72,casinos,France,2017
Jamie Dimon,1.1,61,banking,United States,2017
Ding Yuhua,1.1,68,tires,China,2017
Mark Dixon,1.1,58,office real estate,United Kingdom,2017
Dong Fan,1.1,47,medical devices,China,2017
Henry Engelhardt,1.1,59,insurance,United States,2017
Fan Zhaoxia,1.1,49,photovoltaic equipment,China,2017
Fu Kwan,1.1,59,"real estate, diversified",China,2017
Fu Meicheng,1.1,59,"TV shows, movies",China,2017
Soichiro Fukutake,1.1,71,education,Japan,2017
Gao Dekang,1.1,65,apparel,China,2017
Polys Haji-Ioannou,1.1,57,EasyJet,Cyprus,2017
Hon Kwok Lung,1.1,62,real estate,Hong Kong,2017
Hu Baifan,1.1,54,pharmaceuticals,China,2017
Mohammed Ibrahim,1.1,70,communications,United Kingdom,2017
Daisy Igel,1.1,89,"gas, petrochemicals",Brazil,2017
Thomas James,1.1,74,finance,United States,2017
Jin Huiming,1.1,64,real estate,China,2017
Rana Kapoor,1.1,59,banking,India,2017
Sergei Katsiev,1.1,59,"retail, wholesale",Russia,2017
Koh Wee Meng,1.1,53,"real estate, hotels",Singapore,2017
Ihor Kolomoyskyy,1.1,54,"banking, investments",Ukraine,2017
Kong Jian Min,1.1,49,real estate,China,2017
Kagemasa Kozuki,1.1,76,video games,Japan,2017
Isaac Larian,1.1,62,toys,United States,2017
Martin Lau,1.1,43,e-commerce,Hong Kong,2017
William Lauder,1.1,56,Estee Lauder,United States,2017
Lee Hae-Jin,1.1,49,Internet portal,South Korea,2017
Lee Ho-Jin,1.1,54,"petrochemicals, finance, media, electronics",South Korea,2017
Li Dongjun,1.1,n/a,logistics,China,2017
Li Fucheng,1.1,71,agribusiness,China,2017
Li Hongxin,1.1,64,paper & related products,China,2017
Li Liufa,1.1,59,"steel, diversified",China,2017
Li Yong,1.1,n/a,chemicals,China,2017
Lin Yi,1.1,n/a,real estate,China,2017
Louise Lindh,1.1,37,investments,Sweden,2017
Harald Link,1.1,62,diversified,Thailand,2017
Liu Shaoxi,1.1,53,real estate,China,2017
Liu Zhenguo,1.1,52,sewage treatment,China,2017
Lo Ka Shui,1.1,70,real estate,Hong Kong,2017
Kenneth Lo,1.1,78,textiles,United Kingdom,2017
Lu Jonathan,1.1,n/a,Alibaba,China,2017
Ma Yunsheng,1.1,54,energy,China,2017
Prayudh Mahagitsiri,1.1,71,"coffee, shipping",Thailand,2017
Youssef Mansour,1.1,71,diversified,Egypt,2017
John Martin,1.1,65,pharmaceuticals,United States,2017
Katarina Martinson,1.1,35,investments,Sweden,2017
Satish Mehta,1.1,66,pharmaceuticals,India,2017
Thomas Meyer,1.1,57,apparel retailer,Switzerland,2017
Dariusz Milek,1.1,49,"real estate, retail",Poland,2017
Judith Neilson,1.1,70,investments,Australia,2017
Georg Nemetschek,1.1,n/a,software,Germany,2017
Masahiro Noda,1.1,78,software,Japan,2017
Liora Ofer,1.1,63,investments,Israel,2017
Roberto Ongpin,1.1,80,diversified,Philippines,2017
Ou Zongrong,1.1,53,real estate,China,2017
Pan Weiming,1.1,53,real estate,China,2017
Lucy Peng,1.1,44,Alibaba,China,2017
Victor Pinchuk,1.1,56,"steel pipes, diversified",Ukraine,2017
Andrei Rappoport,1.1,53,investments,Russia,2017
Andrea Reimann-Ciardelli,1.1,60,consumer goods,United States,2017
Steven Roth,1.1,75,real estate,United States,2017
Alan Rydge,1.1,64,entertainment,Australia,2017
Deniz Sahenk,1.1,71,"bank, media",Turkey,2017
Anas Sefrioui,1.1,59,real estate,Morocco,2017
Mohammed Serafi,1.1,n/a,investments,Saudi Arabia,2017
Airat Shaimiev,1.1,55,"refinery, chemicals",Russia,2017
Radik Shaimiev,1.1,52,"refinery, chemicals",Russia,2017
Shang Jiyong,1.1,49,"tires, chemicals",China,2017
Brian Sheth,1.1,41,investments,United States,2017
S.D. Shibulal,1.1,62,software services,India,2017
Yoshiko Shinohara,1.1,82,staffing,Japan,2017
Ron Sim,1.1,58,retail,Singapore,2017
Samprada Singh,1.1,91,pharmaceuticals,India,2017
Bruno Steinhoff,1.1,79,furniture,Germany,2017
Beny Steinmetz,1.1,60,"mining, diamonds, real estate",Israel,2017
Sun Shoukuan,1.1,67,metals. coal,China,2017
Sun Yinhuan,1.1,n/a,diversified,China,2017
Yoshikazu Tanaka,1.1,40,social network,Japan,2017
Hary Tanoesoedibjo,1.1,51,media,Indonesia,2017
Ion Tiriac,1.1,77,"banking, insurance",Romania,2017
Tsai Ming-Kai,1.1,66,semiconductors,Taiwan,2017
Thomas Tull,1.1,46,movies,United States,2017
Shoji Uehara,1.1,89,pharmaceuticals,Japan,2017
Arkady Volozh,1.1,53,search engine,Russia,2017
Wang Liping,1.1,51,hydraulic machinery,China,2017
Wang Zhenghua,1.1,72,budget airline,China,2017
Wang Zhenhua,1.1,55,real estate,China,2017
Sanford Weill,1.1,84,Citigroup,United States,2017
Gordon Wu,1.1,81,real estate,Hong Kong,2017
Thomas Wu,1.1,66,finance,Taiwan,2017
Xia Dinghu,1.1,72,auto parts,China,2017
Xiao Chunhong,1.1,49,real estate,China,2017
Swift Xie,1.1,n/a,drones,China,2017
Xiu Laigui,1.1,62,pharmaceuticals,China,2017
Xu Xiong,1.1,45,driving schools,China,2017
Yang Keng,1.1,56,real estate,China,2017
Yao Liangsong,1.1,52,furniture,China,2017
Yu Peidi,1.1,57,real estate,Hong Kong,2017
Zhang Daocai,1.1,67,valves,China,2017
Zhang Desheng,1.1,67,manufacturing,China,2017
Zhang Zhirong,1.1,48,"real estate, shipbuilding",Hong Kong,2017
Zhao Weiguo,1.1,50,technology,China,2017
Zhao Xiaoqiang,1.1,50,"fashion, entertainment",China,2017
Zheng Jianjiang,1.1,56,electrical equipment,China,2017
Zhou Mingjie,1.1,59,lighting installations,China,2017
Zhou Yifeng,1.1,48,chemicals,China,2017
Zhou Yunjie,1.1,55,packaging,China,2017
Ali Ibrahim Agaoglu,1,63,construction,Turkey,2017
Hamdi Akin,1,62,diversified,Turkey,2017
Chirayu Amin,1,70,pharmaceuticals,India,2017
Marc Andreessen,1,45,venture capital investing,United States,2017
Ao Xiaoqiang,1,52,electrical equipment,China,2017
Mohammed Bahwan,1,n/a,auto dealerships,Oman,2017
Shishir Bajaj,1,69,consumer goods,India,2017
Harindarpal Banga,1,66,commodities,India,2017
Elena Baturina,1,54,construction,Russia,2017
Aldo Bensadoun,1,78,shoes,Canada,2017
John Bloor,1,73,"real estate, manufacturing",United Kingdom,2017
Alexei Bogachev,1,46,"retail, banking",Russia,2017
Saket Burman,1,40,consumer goods,United Kingdom,2017
Fred Chang,1,60,online retailing,United States,2017
Chen Jiancheng,1,58,manufacturing,China,2017
Chey Ki-Won,1,52,"computer services, telecom",South Korea,2017
Yvon Chouinard,1,n/a,Patagonia,United States,2017
Eduardo Costantini,1,70,real estate,Argentina,2017
Brunello Cucinelli,1,63,fashion,Italy,2017
Philip Day,1,51,clothing retail,United Kingdom,2017
Bharat Desai,1,64,IT consulting,United States,2017
Beda Diethelm,1,76,hearing aids,Switzerland,2017
Paul Fireman,1,73,Reebok,United States,2017
Marcos Galperin,1,n/a,e-commerce,Argentina,2017
Ken Grossman,1,62,beer,United States,2017
Yuri Gushchin,1,72,"candy, real estate",Russia,2017
Torstein Hagen,1,74,cruises,Norway,2017
Clelia Haji-Ioannou,1,46,EasyJet,Cyprus,2017
Stelios Haji-Ioannou,1,50,EasyJet,Cyprus,2017
He Zhiping,1,53,investments,China,2017
David Hindawi,1,72,software,United States,2017
Orion Hindawi,1,37,software,United States,2017
Hoi Kin Hong,1,65,real estate,Macau,2017
Drew Houston,1,34,Dropbox,United States,2017
Hua Yong,1,53,software,China,2017
Huang Bingwen,1,63,cigarette packaging,Australia,2017
Jon Huntsman,1,79,chemicals,United States,2017
Howard Jenkins,1,66,Publix,United States,2017
David Kabiller,1,53,hedge funds,United States,2017
Morris Kahn,1,87,software,Israel,2017
Jonas Kamprad,1,51,IKEA,Sweden,2017
Mathias Kamprad,1,47,IKEA,Sweden,2017
Peter Kamprad,1,52,IKEA,Sweden,2017
Billy Kan,1,64,"finance, energy",Hong Kong,2017
Thomas Kaplan,1,54,investments,United States,2017
Yuri Kovalchuk,1,65,"banking, insurance, media",Russia,2017
Kuan Kam Hon,1,69,synthetic gloves,Malaysia,2017
Lee Hwa-Kyung,1,61,snack foods,South Korea,2017
Lee Sang-Hyuk,1,45,investments,South Korea,2017
Nancy Lerner,1,56,finance,United States,2017
Norma Lerner,1,80,finance,United States,2017
Randolph Lerner,1,55,finance,United States,2017
Li Yihai,1,54,pharmaceuticals,China,2017
Liao Chang,1,50,wine,China,2017
John Liew,1,49,hedge funds,United States,2017
Desmond Lim Siew Choon,1,56,property,Malaysia,2017
Liu Canglong,1,62,conglomerate,China,2017
Liu Hanyuan,1,53,agribusiness,China,2017
Liu Jianjun,1,56,mining,China,2017
Liu Ming Hui,1,54,natural gas distribution,China,2017
Liu Zhendong,1,n/a,industrial parks,China,2017
William Macaulay,1,71,energy investments,United States,2017
George Marcus,1,75,real estate,United States,2017
David McMurtry,1,76,manufacturing,United Kingdom,2017
Mi Enhua,1,58,retail,China,2017
Lowell Milken,1,68,investments,United States,2017
Azad Moopen,1,63,healthcare,India,2017
Jannie Mouton,1,70,financial services,South Africa,2017
Nan Cunhui,1,53,power equipment,China,2017
Simon Nixon,1,49,price comparison website,United Kingdom,2017
Kentaro Ogawa,1,68,restaurants,Japan,2017
Jonathan Oringer,1,42,stock photos,United States,2017
Erik Paulsson,1,75,"construction, real estate",Sweden,2017
Pierre Karl Pí©ladeau,1,55,communications,Canada,2017
