name,wealth,age,source,country,year
Li Liufa,1.6,60,"steel, diversified",China,2018
Liu Hanyuan,1.6,54,agribusiness,China,2018
Pier Luigi Loro Piana,1.6,66,fashion,Italy,2018
Billy Joe (Red) McCombs,1.6,90,"real estate, oil, cars, sports",United States,2018
Gian Marco Moratti,1.6,81,oil refinery,Italy,2018
Manuel Moroun,1.6,90,transportation,United States,2018
Robert Mouawad,1.6,73,fine jewelry,Lebanon,2018
Marius Nacht,1.6,52,software,Israel,2018
Ni Zugen,1.6,61,appliances,China,2018
Lirio Parisotto,1.6,64,investments,Brazil,2018
Karl-Johan Persson,1.6,42,H&M,Sweden,2018
Tom Persson,1.6,33,H&M,Sweden,2018
Dmitry Pumpyansky,1.6,53,steel pipes,Russia,2018
Ruan Shuilong,1.6,82,chemicals,China,2018
Jean Salata,1.6,52,finance,Chile,2018
Sheryl Sandberg,1.6,48,Facebook,United States,2018
Niraj Shah,1.6,44,online retail,United States,2018
Shin Dong-Guk,1.6,67,Pharmaceuticals,South Korea,2018
Ben Silbermann,1.6,35,Pinterest,United States,2018
Charlotte Soderstrom,1.6,41,H&M,Sweden,2018
Thomas Steyer,1.6,60,hedge funds,United States,2018
Su Weizhong,1.6,49,"oil, fertilizers",China,2018
David Teoh,1.6,61,telecoms,Australia,2018
Wang Jinshu,1.6,61,chemicals,China,2018
Wang Yaohai,1.6,51,lighting,China,2018
Charlotte Colket Weber,1.6,75,Campbell Soup,United States,2018
Wei Ing-Chou,1.6,65,"food, beverages",Taiwan,2018
Yin-Chun Wei,1.6,61,"food, beverages",Taiwan,2018
Wei Yin-Heng,1.6,59,"food, beverages",Taiwan,2018
Wei Ying-Chiao,1.6,63,"food, beverages",Taiwan,2018
Richard White,1.6,62,software,Australia,2018
Allan Wong,1.6,67,electronics,Hong Kong,2018
Wong Kwong Yu,1.6,48,retail,China,2018
Wu Jianshu,1.6,54,auto parts,Hong Kong,2018
Wu Xu,1.6,54,real estate,St. Kitts and Nevis,2018
Wu Xushun,1.6,69,"internet, auto parts",China,2018
Luis Enrique Yarur Rey,1.6,67,banking,Chile,2018
Albert Yeung,1.6,75,"real estate, retail",Hong Kong,2018
Yu Rong,1.6,46,health clinics,China,2018
Kostyantin Zhevago,1.6,44,mining,Ukraine,2018
Zhou Chengjian,1.6,52,fashion retail,China,2018
Zhou Yaoting,1.6,75,"apparel, real estate",China,2018
Zhuang Kuilong,1.6,55,polyester,China,2018
Jose Joao Abdalla Filho,1.5,-,investments,Brazil,2018
Khalifa Bin Butti Al Muhairi,1.5,39,"hospitals, investments",United Arab Emirates,2018
Folorunsho Alakija,1.5,67,oil,Nigeria,2018
Bill Alfond,1.5,69,shoes,United States,2018
Susan Alfond,1.5,72,shoes,United States,2018
Ted Alfond,1.5,73,shoes,United States,2018
Joy Alukkas,1.5,61,jewelry,India,2018
Andrey Andreev,1.5,44,online dating,United Kingdom,2018
Carol Jenkins Barnett,1.5,61,Publix supermarkets,United States,2018
Oleg Boyko,1.5,53,diversified,Russia,2018
Ana Maria Brescia Cafferata,1.5,93,"mining, banking",Peru,2018
Binod Chaudhary,1.5,62,diversified,Nepal,2018
Che Fengsheng,1.5,55,pharmaceuticals,China,2018
Chen Qingzhou,1.5,52,communications equipment,China,2018
Richard Desmond,1.5,66,publishing,United Kingdom,2018
Mohammed Dewji,1.5,42,diversified,Tanzania,2018
Carl Douglas,1.5,56,investments,Sweden,2018
Eric Douglas,1.5,49,investments,Sweden,2018
Bulent Eczacibasi,1.5,68,"pharmaceuticals, diversified",Turkey,2018
Faruk Eczacibasi,1.5,63,"pharmaceuticals, diversified",Turkey,2018
Martha Ford,1.5,92,Ford Motor,United States,2018
Yasuhiro Fukushima,1.5,70,video games,Japan,2018
Reinold Geiger,1.5,70,beauty products,Austria,2018
Saad Hariri,1.5,47,"construction, investments",Lebanon,2018
Richard Hayne,1.5,70,Urban Outfitters,United States,2018
Ilona Herlin,1.5,53,"elevators, escalators",Finland,2018
Asok Kumar Hiranandani,1.5,63,real estate,Singapore,2018
Niranjan Hiranandani,1.5,67,real estate,India,2018
Huang Qiaoling,1.5,59,amusement parks,China,2018
Huang Zhuangmian,1.5,48,logistics,China,2018
Hal Jackman,1.5,85,"insurance, investments",Canada,2018
Anurang Jain,1.5,55,auto parts,India,2018
Keeree Kanjanapas,1.5,67,transportation,Thailand,2018
Kim Nam-Jung,1.5,45,food,South Korea,2018
Seth Klarman,1.5,60,investments,United States,2018
Alexander Klyachin,1.5,50,real estate,Russia,2018
Yuriy Kosiuk,1.5,49,agriculture,Ukraine,2018
Miguel Krigsner,1.5,68,cosmetics,Brazil,2018
Lee Yin Yee,1.5,66,glass,China,2018
Nicola Leibinger-Kammueller,1.5,58,manufacturing,Germany,2018
Li Weiwei,1.5,41,online games,China,2018
William Li,1.5,43,automobiles,China,2018
Li Yihai,1.5,55,pharmaceuticals,China,2018
Li Yong,1.5,40,chemicals,China,2018
Lin Ming-hsiung,1.5,68,supermarkets,Taiwan,2018
Lou Zhongfu,1.5,64,real estate,China,2018
Low Tuck Kwong,1.5,69,coal,Indonesia,2018
P.N.C. Menon,1.5,69,real estate,Oman,2018
Thomas Meyer,1.5,58,apparel retailer,Switzerland,2018
Ezra Nahmad,1.5,72,art,Monaco,2018
Judith Neilson,1.5,71,investments,Australia,2018
Madeleine Olsson Ericksson,1.5,73,diversified,Sweden,2018
Ou Zonghong,1.5,48,real estate,China,2018
Eren Ozmen,1.5,59,aerospace,United States,2018
Fatih Ozmen,1.5,60,aerospace,United States,2018
Jose Isaac Peres,1.5,77,shopping malls,Brazil,2018
Mark Pincus,1.5,52,online games,United States,2018
Kevin Plank,1.5,45,Under Armour,United States,2018
"Nicholas Pritzker, II.",1.5,74,"hotels, investments",United States,2018
Que Wenbin,1.5,54,pharmaceuticals,China,2018
Jorge Rodriguez Rodriguez,1.5,72,processed milk,Peru,2018
Nobutada Saji,1.5,72,beverages,Japan,2018
Thomas Sandell,1.5,57,hedge funds,Sweden,2018
Eddy Kusnadi Sariaatmadja,1.5,64,"media, tech",Indonesia,2018
Fayez Sarofim,1.5,89,money management,United States,2018
Monika Schoeller,1.5,79,publishing,Germany,2018
Antonio Luiz Seabra,1.5,75,cosmetics,Brazil,2018
Yuri Shefler,1.5,50,alcohol,Russia,2018
Rajju Shroff,1.5,84,agrochemicals,India,2018
Frank Stronach,1.5,85,auto parts,Canada,2018
Kevin Systrom,1.5,34,Instagram,United States,2018
Tang Hsiang-chien,1.5,94,"textiles, electronics",Hong Kong,2018
Tang Jianfang,1.5,-,packaged foods,China,2018
Ning Tang,1.5,44,online lending,China,2018
Jim Thompson,1.5,78,logistics,United States,2018
Jonathan Tisch,1.5,64,"insurance, NFL team",United States,2018
Kenneth Tuchman,1.5,58,outsourcing,United States,2018
Wim van der Leegte,1.5,70,manufacturing,Netherlands,2018
Shamsheer Vayalil,1.5,41,healthcare,India,2018
Thongma Vijitpongpun,1.5,59,real estate,Thailand,2018
Arkady Volozh,1.5,54,search engine,Russia,2018
Stefan von Holtzbrinck,1.5,54,publishing,Germany,2018
Wang Jiufang,1.5,54,real estate,China,2018
Wong Hong King,1.5,56,real estate,China,2018
Ian Wood,1.5,75,energy services,United Kingdom,2018
Xiao Chunhong,1.5,50,real estate,China,2018
Jacky Xu,1.5,46,apparel,St. Kitts and Nevis,2018
Zhang Hongwei,1.5,63,"oil, banking",China,2018
Zhang Tao,1.5,45,e-commerce,China,2018
Anu Aga,1.4,75,engineering,India,2018
Farkhad Akhmedov,1.4,62,investments,Russia,2018
Alberto Alcocer,1.4,75,investments,Spain,2018
Bassam Alghanim,1.4,66,diversified,Kuwait,2018
Kutayba Alghanim,1.4,72,diversified,Kuwait,2018
Alexandra Andresen,1.4,21,investments,Norway,2018
Katharina Andresen,1.4,22,investments,Norway,2018
Vasily Anisimov,1.4,66,real estate,Russia,2018
Mori Arkin,1.4,65,pharmaceuticals,Israel,2018
Nigel Austin,1.4,47,retailing,Australia,2018
Krishna Kumar Bangur,1.4,57,graphite electrodes,India,2018
Herb Chambers,1.4,76,car dealerships,United States,2018
R.G. Chandramogan,1.4,69,dairy,India,2018
Chang Pyung-Soon,1.4,67,educational services,South Korea,2018
Chao Teng-hsiung,1.4,74,real estate,Taiwan,2018
Chen Liying,1.4,42,package delivery,China,2018
Chen Tianqiao,1.4,44,online games,China,2018
Henry Cheng,1.4,71,property,Hong Kong,2018
Chey Ki-Won,1.4,53,"computer services, telecom",South Korea,2018
Chi Yufeng,1.4,47,software,China,2018
Chua Thian Poh,1.4,69,real estate,Singapore,2018
Chung Yong-Jin,1.4,49,retail,South Korea,2018
Ciputra,1.4,86,real estate,Indonesia,2018
Alberto Cortina,1.4,72,investments,Spain,2018
"Robert Coyiuto, Jr.",1.4,65,power,Philippines,2018
Maria Del Pino y Calvo-Sotelo,1.4,61,construction,Spain,2018
K. Dinesh,1.4,63,software services,India,2018
Du Weimin,1.4,54,vaccines,China,2018
John Edson,1.4,85,leisure craft,United States,2018
David Einhorn,1.4,49,hedge funds,United States,2018
Bob Ell,1.4,73,real estate,Australia,2018
Gary Fegel,1.4,44,commodities trading,Switzerland,2018
Victor Fung,1.4,72,trading company,United States,2018
William Fung,1.4,69,sourcing,Hong Kong,2018
Alan Gerry,1.4,89,cable television,United States,2018
Balkrishan Goenka,1.4,51,textiles,India,2018
Polys Haji-Ioannou,1.4,58,EasyJet,Cyprus,2018
Mehmet Hattat,1.4,72,diversified,Turkey,2018
J. Tomilson Hill,1.4,69,investments,United States,2018
Eduardo Hochschild,1.4,54,mining,Peru,2018
Hoi Kin Hong,1.4,65,real estate,Macau,2018
Hur Young-In,1.4,68,"bakeries, fast food",South Korea,2018
George Joseph,1.4,96,insurance,United States,2018
Ronald Joyce,1.4,87,coffee chain,Canada,2018
T.S. Kalyanaraman,1.4,70,jewelry,India,2018
Nimesh Kampani,1.4,71,investment banking,India,2018
Eugene Kaspersky,1.4,52,software,Russia,2018
Viktor Kharitonin,1.4,45,pharmaceuticals,Russia,2018
Pyotr Kondrashev,1.4,68,investments,Russia,2018
Yuri Kovalchuk,1.4,66,"banking, insurance, media",Russia,2018
Kagemasa Kozuki,1.4,77,video games,Japan,2018
Michael Krasny,1.4,64,retail,United States,2018
James Leininger,1.4,72,medical products,United States,2018
Li Guoqiang,1.4,54,auto dealerships,China,2018
Li Liangbin,1.4,50,lithium,China,2018
Liu Ko-chen,1.4,64,Manufacturing,Taiwan,2018
Anatoly Lomakin,1.4,65,investments,Russia,2018
Ma Hong,1.4,50,fashion retail,China,2018
Gary Magness,1.4,64,"cable TV, investments",United States,2018
Youssef Mansour,1.4,72,diversified,Egypt,2018
Strive Masiyiwa,1.4,57,telecom,Zimbabwe,2018
Dariusz Milek,1.4,50,"real estate, retail",Poland,2018
Nan Cunhui,1.4,54,power equipment,China,2018
Dinesh Nandwana,1.4,54,software services,India,2018
Oei Hong Leong,1.4,69,investments,Singapore,2018
Rubens Ometto Silveira Mello,1.4,68,"sugar, ethanol",Brazil,2018
Ou Xueming,1.4,69,real estate,China,2018
Markus Persson,1.4,38,computer games,Sweden,2018
Victor Pinchuk,1.4,57,"steel pipes, diversified",Ukraine,2018
Alberto Prada,1.4,-,luxury goods,Italy,2018
Marina Prada,1.4,-,luxury goods,Italy,2018
Forrest Preston,1.4,84,health care,United States,2018
Jerry Reinsdorf,1.4,82,sports teams,United States,2018
Fernando Roig,1.4,70,supermarkets,Spain,2018
Subhash Runwal,1.4,74,real estate,India,2018
Yoshiyuki Sankai,1.4,59,robotics,Japan,2018
Kirill Shamalov,1.4,35,petrochemicals,Russia,2018
Shin Dong-Bin,1.4,63,retail,South Korea,2018
Evgeny (Eugene) Shvidler,1.4,53,"oil & gas, investments",United States,2018
Jasminder Singh,1.4,67,hotels,United Kingdom,2018
Martua Sitorus,1.4,58,palm oil,Indonesia,2018
Peter Sperling,1.4,58,education,United States,2018
Jerzy Starak,1.4,70,pharmaceuticals,Poland,2018
Manny Stul,1.4,68,toys,Australia,2018
Su Rubo,1.4,63,real estate,China,2018
Fuat Tosyali,1.4,55,steel,Turkey,2018
Kenny Troutt,1.4,70,telecom,United States,2018
Rufino Vigil Gonzalez,1.4,69,steel,Mexico,2018
Wang Jianfeng,1.4,48,auto parts,China,2018
Wang Jing,1.4,45,telecom services,China,2018
Wang Qunbin,1.4,48,conglomerate,China,2018
Dan Wilks,1.4,61,natural gas,United States,2018
Farris Wilks,1.4,66,natural gas,United States,2018
Thomas Wu,1.4,67,finance,Taiwan,2018
Yi Zheng,1.4,47,software,China,2018
Yuan Fugen,1.4,67,metal processing,China,2018
"Richard Yuengling, Jr.",1.4,74,beer,United States,2018
Gavril Yushvaev,1.4,60,"precious metals, real estate",Russia,2018
Zeng Kaitian,1.4,43,online games,China,2018
Zhang Wanzhen,1.4,68,electronic components,China,2018
Zhang Yubai,1.4,53,wine,China,2018
Changpeng Zhao,1.4,-,cryptocurrency,China,2018
Zhou Yifeng,1.4,49,chemicals,China,2018
Zhou Yongli,1.4,63,conglomerate,China,2018
Zhu Wenchen,1.4,52,pharmaceuticals,China,2018
Ahmet Nazif Zorlu,1.4,73,diversified,Turkey,2018
Len Ainsworth,1.3,94,betting machines,Australia,2018
Edmund Ansin,1.3,81,television,United States,2018
Markus Blocher,1.3,47,chemicals,Switzerland,2018
Leonid Boguslavsky,1.3,66,venture capital,Russia,2018
Jorge Horacio Brito,1.3,65,banking,Argentina,2018
Saket Burman,1.3,40,consumer goods,United Kingdom,2018
Steve Case,1.3,59,AOL,United States,2018
Jeffrey Cheah,1.3,72,property,Malaysia,2018
Bruce Cheng,1.3,82,electronics,Taiwan,2018
Cheng Xianfeng,1.3,49,pharmaceuticals,China,2018
Ivan Chrenko,1.3,50,real estate,Slovakia,2018
Eduardo Cojuangco,1.3,82,"food, drinks",Philippines,2018
Brunello Cucinelli,1.3,64,fashion,Italy,2018
Darwin Deason,1.3,77,Xerox,United States,2018
Andrea Della Valle,1.3,52,shoes,Italy,2018
Jamie Dimon,1.3,61,banking,United States,2018
Charles Dunstone,1.3,54,mobile phones,United Kingdom,2018
Bruce Flatt,1.3,52,money management,Canada,2018
Fu Meicheng,1.3,60,"TV shows, movies",China,2018
Soichiro Fukutake,1.3,72,education,Japan,2018
Don Gao,1.3,53,power tools,China,2018
Gao Yunfeng,1.3,51,industrial lasers,China,2018
Anne Gittinger,1.3,82,Nordstrom department stores,United States,2018
Clelia Haji-Ioannou,1.3,47,EasyJet,Cyprus,2018
John Hancock,1.3,42,trust fund,Australia,2018
Ronnen Harary,1.3,46,toys,Canada,2018
Ayman Hariri,1.3,39,"construction, investments",Lebanon,2018
Fahd Hariri,1.3,37,"construction, investments",Lebanon,2018
Surendra Hiranandani,1.3,63,real estate,Cyprus,2018
Alan Howard,1.3,54,hedge funds,United Kingdom,2018
Hu Keqin,1.3,59,chemicals,China,2018
Archie Hwang,1.3,-,semiconductors,Taiwan,2018
Irwin Jacobs,1.3,84,semiconductors,United States,2018
Mitchell Jacobson,1.3,67,industrial equipment,United States,2018
Rana Kapoor,1.3,60,banking,India,2018
Alexander Karp,1.3,50,software firm,United States,2018
Raghuvinder Kataria,1.3,68,diversified,United Kingdom,2018
Habil Khorakiwala,1.3,75,pharmaceuticals,India,2018
Sidney Kimmel,1.3,90,retail,United States,2018
Andre Koo,1.3,50,financial services,Taiwan,2018
Koo Bon-Neung,1.3,68,electronics,South Korea,2018
Andrei Kosogov,1.3,56,"oil, banking, telecom",Russia,2018
Lee Ho-Jin,1.3,55,diversified,South Korea,2018
Solomon Lew,1.3,72,retail,Australia,2018
Rodney Lewis,1.3,63,natural gas,United States,2018
Li Jiaquan,1.3,54,chemicals,China,2018
Lin Fanlian,1.3,56,gas,China,2018
Lin Jianhua,1.3,55,solar panel components,China,2018
Lin Tianfu,1.3,55,"footwear, apparel",Hong Kong,2018
Louise Lindh,1.3,38,investments,Sweden,2018
Liu Baolin,1.3,64,pharmacies,China,2018
Jose Llado Fernandez-Urrutia,1.3,83,construction,Spain,2018
Lu Di,1.3,-,drones,China,2018
"Cargill MacMillan, III.",1.3,58,Cargill,United States,2018
John MacMillan,1.3,68,Cargill,United States,2018
Martha MacMillan,1.3,66,Cargill,United States,2018
William MacMillan,1.3,63,Cargill,United States,2018
Katarina Martinson,1.3,36,investments,Sweden,2018
Craig Newmark,1.3,65,Craigslist,United States,2018
Bruce Nordstrom,1.3,84,Nordstrom department stores,United States,2018
Pierre Karl Pí©ladeau,1.3,56,media,Canada,2018
David Penaloza Alanis,1.3,44,toll roads,Mexico,2018
Andreas Pohl,1.3,53,mutual funds,Germany,2018
"Reinfried Pohl, Jr.",1.3,58,mutual funds,Germany,2018
Mahendra Prasad,1.3,78,pharmaceuticals,India,2018
Anton Rabie,1.3,46,toys,Canada,2018
Bianca Rinehart,1.3,40,trust fund,Australia,2018
Ginia Rinehart,1.3,31,trust fund,Australia,2018
Alexander Rovt,1.3,65,"fertilizer, real estate",United States,2018
Lily Safra,1.3,80,banking,Monaco,2018
Deniz Sahenk,1.3,72,diversified,Turkey,2018
Karin Schick,1.3,-,information technology,Germany,2018
Leonard Schleifer,1.3,65,pharmaceuticals,United States,2018
Dieter Schnabel,1.3,72,chemicals,Germany,2018
Bhadresh Shah,1.3,66,engineering,India,2018
Shao Qinxiang,1.3,63,diversified,China,2018
Eric Ya Shen,1.3,47,online apparel retail,China,2018
Nobutoshi Shimamura,1.3,91,retail,Japan,2018
Shum Chiu Hung,1.3,48,real estate,China,2018
Helmut Sohmen,1.3,78,shipping,Austria,2018
Sun Qinghuan,1.3,44,lighting,China,2018
Sun Yinhuan,1.3,68,real estate,China,2018
Djoko Susanto,1.3,68,supermarkets,Indonesia,2018
Erol Tabanca,1.3,60,Construction,Turkey,2018
Alexander Tedja,1.3,72,real estate,Indonesia,2018
Wilma Tisch,1.3,90,diversified,United States,2018
Ayhan Tosyali,1.3,54,steel,Turkey,2018
Fatih Tosyali,1.3,52,steel,Turkey,2018
Long Tran Dinh,1.3,57,"steel, heavy industry",Vietnam,2018
Tsai Ming-Kai,1.3,67,semiconductors,Taiwan,2018
Pavel Tykac,1.3,53,coal mines,Czech Republic,2018
Jayshree Ullal,1.3,56,technology,United States,2018
Wan Long,1.3,77,food,China,2018
Wang Muqing,1.3,67,auto distribution,China,2018
Wang Yong,1.3,67,food sweeteners,China,2018
Hope Welker,1.3,32,trust fund,Australia,2018
Wen Yibo,1.3,52,wastewater treatment,China,2018
Stephen T. Winn,1.3,71,real estate services,United States,2018
Gordon Wu,1.3,82,real estate,Hong Kong,2018
Wu Lanlan,1.3,44,packaging,China,2018
Xu Ziquan,1.3,59,software,China,2018
Yang Meirong,1.3,-,education,China,2018
Yang Tingdong,1.3,57,brewery,China,2018
You Xiaoping,1.3,60,"chemicals, spandex",China,2018
Yu Peidi,1.3,58,real estate,Hong Kong,2018
Yu Qibing,1.3,52,glass,China,2018
Yu Yunxin,1.3,56,costume jewelry,China,2018
Zan Shengda,1.3,54,diversified,China,2018
Zhang Guiping,1.3,66,real estate,China,2018
Zhao Weiguo,1.3,51,IT products,China,2018
Zheng Jianjiang,1.3,57,electrical equipment,China,2018
Hamad bin Jassim bin Jaber Al Thani,1.2,58,investments,Qatar,2018
Fawzi Al-Kharafi,1.2,-,diversified,Kuwait,2018
Mohannad Al-Kharafi,1.2,-,diversified,Kuwait,2018
Isak Andic,1.2,64,fashion retail,Spain,2018
Marc Andreessen,1.2,46,venture capital investing,United States,2018
Jose Maria Aristrain,1.2,55,Steel,Spain,2018
Thomas Bailey,1.2,81,money management,United States,2018
Harindarpal Banga,1.2,67,commodities,India,2018
Elena Baturina,1.2,54,"investments, real estate",Russia,2018
Eduardo Belmont Anderson,1.2,72,cosmetics,Peru,2018
Tomasz Biernacki,1.2,45,supermarkets,Poland,2018
Zadik Bino,1.2,74,"banking, oil",Israel,2018
Brett Blundy,1.2,58,"retail, agribusiness",Australia,2018
Henadiy Boholyubov,1.2,56,"banking, investments",Ukraine,2018
Charles Brandes,1.2,75,money management,United States,2018
Amit Burman,1.2,48,consumer goods,India,2018
Cai Dongqing,1.2,48,animation,China,2018
Chen Bo,1.2,47,wind power generation,China,2018
Cheng Wei,1.2,35,ride-hailing service,China,2018
Phongthep Chiaravanont,1.2,66,diversified,Thailand,2018
Kochouseph Chittilappilly,1.2,67,manufacturing,India,2018
Chu Jinfu,1.2,60,electrical equipment,China,2018
Eduardo Costantini,1.2,71,real estate,Argentina,2018
Sol Daurella,1.2,52,Coca-Cola,Spain,2018
Philip Day,1.2,52,clothing retail,United Kingdom,2018
D. Leopoldo Del Pino y Calvo-Sotelo,1.2,55,construction,Spain,2018
Norbert Dentressangle,1.2,63,"transport, logistics",France,2018
Beda Diethelm,1.2,77,hearing aids,Switzerland,2018
Mark Dixon,1.2,59,office real estate,United Kingdom,2018
Henry Engelhardt,1.2,60,insurance,United States,2018
Fang Hongbo,1.2,51,home appliances,China,2018
Gleb Fetisov,1.2,51,investments,Russia,2018
Donald Foss,1.2,73,auto loans,United States,2018
Robert Friedland,1.2,67,mining,United States,2018
Donald Friese,1.2,77,manufacturing,United States,2018
Fu Guangming,1.2,64,poultry,China,2018
Dan Gertler,1.2,44,mining,Israel,2018
Dennis Gillings,1.2,73,drug testing,United Kingdom,2018
Ryan Graves,1.2,34,uber,United States,2018
Gu Wei,1.2,53,consumer electronics,China,2018
Alfredo Harp Helu,1.2,73,banking,Mexico,2018
Gudrun Heine,1.2,63,medical devices,Germany,2018
Francis Holder,1.2,77,bakeries,France,2018
Hong Seok-Joh,1.2,65,convenience stores,South Korea,2018
Douglas Hsu,1.2,75,diversified,Taiwan,2018
Huang Jianrong,1.2,60,minerals,China,2018
"B. Wayne Hughes, Jr.",1.2,57,storage facilities,United States,2018
Daisy Igel,1.2,90,"gas, petrochemicals",Brazil,2018
Thomas James,1.2,75,finance,United States,2018
Jiang Ganjun,1.2,54,home & office products,China,2018
Jiang Zhaobai,1.2,54,real estate,China,2018
Jin Huiming,1.2,65,real estate,China,2018
Ajay Kalsi,1.2,57,oil & gas,India,2018
Helga Kellerhals,1.2,77,electronics retailer,Germany,2018
King Pak Fu,1.2,48,real estate,Hong Kong,2018
Sergei Kolesnikov,1.2,46,building materials,Russia,2018
Hemendra Kothari,1.2,71,Financial Services,India,2018
Eiichi Kuriwada,1.2,71,package delivery,Japan,2018
Guy Lalibertí©,1.2,58,Cirque du Soleil,Canada,2018
Lee Hae-Jin,1.2,50,Internet,South Korea,2018
Michael Lee-Chin,1.2,67,mutual funds,Canada,2018
Li Guangyu,1.2,54,education,China,2018
Li Jun,1.2,53,electronics,China,2018
Li Rucheng,1.2,66,apparel,China,2018
Li Xuhui,1.2,49,soy sauce maker,China,2018
Lim Wee Chai,1.2,60,rubber gloves,Malaysia,2018
Liu Jiang,1.2,50,gas,China,2018
Liu Xuejing,1.2,67,"copper, poultry",China,2018
Liu Zhenguo,1.2,53,sewage treatment,China,2018
Lo Ka Shui,1.2,71,real estate,Hong Kong,2018
Lo Siu-tong,1.2,87,"real estate, hotels",Hong Kong,2018
Tobi Lutke,1.2,37,e-commerce,Canada,2018
Ma Yunsheng,1.2,55,energy,China,2018
Ziyavudin Magomedov,1.2,49,"port, gas",Russia,2018
Ana Maria Marcondes Penido Sant'Anna,1.2,62,toll roads,Brazil,2018
Terence (Terry) Matthews,1.2,74,telecom,Canada,2018
Gail Miller,1.2,74,"basketball, car dealers",United States,2018
Andrei Molchanov,1.2,46,construction materials,Russia,2018
Ni Zhaoxing,1.2,62,real estate,China,2018
Kentaro Ogawa,1.2,69,restaurants,Japan,2018
Erik Paulsson,1.2,76,"construction, real estate",Sweden,2018
Peng Hao,1.2,50,electronics,China,2018
Stefan Pierer,1.2,61,automotive,Austria,2018
Michael Price,1.2,65,investments,United States,2018
Clayton Riddell,1.2,80,oil & gas,Canada,2018
Boris Rotenberg,1.2,61,"construction, pipes, chemicals",Russia,2018
Igor Rybakov,1.2,45,building materials,Russia,2018
Stephen Saad,1.2,53,pharmaceuticals,South Africa,2018
K. Rai Sahi,1.2,71,real estate,Canada,2018
Airat Shaimiev,1.2,56,"refinery, chemicals",Russia,2018
Radik Shaimiev,1.2,53,"refinery, chemicals",Russia,2018
Shang Jiyong,1.2,50,"tires, chemicals",China,2018
Mikhail Shelkov,1.2,49,titanium,Russia,2018
S.D. Shibulal,1.2,63,software services,India,2018
Ron Sim,1.2,59,retail,Singapore,2018
Leonid Simanovsky,1.2,68,investments,Russia,2018
Basudeo Singh,1.2,77,pharmaceuticals,India,2018
Samprada Singh,1.2,92,pharmaceuticals,India,2018
Terry Snow,1.2,74,"airports, real estate",Australia,2018
Lynsi Snyder,1.2,35,In-N-Out Burger,United States,2018
Sybill Storz,1.2,80,medical devices,Germany,2018
Harjo Sutanto,1.2,91,consumer goods,Indonesia,2018
Yoshikazu Tanaka,1.2,41,social network,Japan,2018
Mehmet Sinan Tara,1.2,59,construction,Turkey,2018
Rit Thirakomen,1.2,66,restaurants,Thailand,2018
Tian Ming,1.2,64,measuring instruments,China,2018
Ion Tiriac,1.2,78,"banking, insurance",Romania,2018
Ivar Erik Tollefsen,1.2,56,Real estate,Norway,2018
Mustafa Latif Topbas,1.2,73,"food, retail",Turkey,2018
Thomas Tull,1.2,47,movies,United States,2018
John Van Lieshout,1.2,72,real estate,Australia,2018
Wang Han,1.2,30,airline,China,2018
Wang Junjin,1.2,49,airline,China,2018
Wang Wenbiao,1.2,61,"natural gas, fertilizers",China,2018
"Alfred West, Jr.",1.2,75,money management,United States,2018
Wu Daohong,1.2,52,energy services,China,2018
Wu Yiling,1.2,68,pharmaceuticals,China,2018
Xiu Laigui,1.2,63,pharmaceuticals,China,2018
Xu Xiong,1.2,46,driving schools,China,2018
Xu Xudong,1.2,48,auto parts,China,2018
Xue Hua,1.2,48,Agribusiness,China,2018
Vadim Yakunin,1.2,55,pharmacy,Russia,2018
Yan Yude,1.2,57,private schools,China,2018
Yang Keng,1.2,57,real estate,China,2018
Yang Shaopeng,1.2,60,Shipping,China,2018
Zhang Cheng Fei,1.2,50,paper & related products,China,2018
Zhang Jingzhang,1.2,82,precision machinery,China,2018
Zhang Keqiang,1.2,57,real estate,China,2018
Zhang Xuanning,1.2,47,retail,China,2018
Zhang Zhangsun,1.2,61,real estate,China,2018
Zhou Bajin,1.2,82,auto parts,China,2018
Zhou Wenyu,1.2,53,real estate,China,2018
William Ackman,1.1,51,hedge funds,United States,2018
Soegiarto Adikoesoemo,1.1,79,chemicals,Indonesia,2018
Ali Ibrahim Agaoglu,1.1,64,construction,Turkey,2018
Hamdi Akin,1.1,63,diversified,Turkey,2018
Chirayu Amin,1.1,71,pharmaceuticals,India,2018
Mehmet Aydinlar,1.1,61,hospitals,Turkey,2018
Emanuella Barilla,1.1,51,Barilla pasta,Italy,2018
Guido Barilla,1.1,59,Barilla pasta,Italy,2018
Luca Barilla,1.1,58,Barilla pasta,Italy,2018
Paolo Barilla,1.1,56,Barilla pasta,Italy,2018
Mehmet Rustu Basaran,1.1,71,"banking, gas",Turkey,2018
J. Hyatt Brown,1.1,80,insurance,United States,2018
Bu Yang,1.1,-,retail,China,2018
Hideyuki Busujima,1.1,65,pachinko machines,Japan,2018
Cai Rongjun,1.1,45,electronic components,China,2018
Cai Xiaoru,1.1,38,electronic components,China,2018
Delfin Jorge Ezequiel Carballo,1.1,65,banking,Argentina,2018
Chen Jinshi,1.1,55,"construction, real estate",China,2018
Chen Qixing,1.1,58,electronics components,China,2018
Chen Shiliang,1.1,54,polyester,China,2018
Chen Xiaxin,1.1,55,industrial machinery,China,2018
Manas Chiaravanond,1.1,-,diversified,Thailand,2018
Yupa Chiaravanond,1.1,-,diversified,Thailand,2018
